Datetime;Resolution code;Offshore/onshore;Region;Grid connection type;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor;Decremental bid Indicator
2025-12-24T14:15:00+01:00;PT15M;Onshore;Wallonia;Elia;130.78;114.2;105.6;129.8;117.0;100.7;146.9;117.6;103.5;137.1;30.7;6.9;80.7;188.2;0.69;''
2025-12-24T14:00:00+01:00;PT15M;Onshore;Wallonia;Elia;129.55;113.5;104.6;128.6;116.6;100.7;146.7;117.0;102.3;137.4;31.3;7.4;79.9;188.2;0.69;''
2025-12-24T13:45:00+01:00;PT15M;Onshore;Wallonia;Elia;132.82;111.5;105.1;127.7;116.0;100.3;146.1;116.3;101.1;137.6;32.1;7.9;79.1;188.2;0.71;''
2025-12-24T13:30:00+01:00;PT15M;Onshore;Wallonia;Elia;131.66;111.5;104.7;127.4;116.0;100.3;146.0;116.0;100.5;137.7;32.5;8.3;77.4;188.2;0.7;''
2025-12-24T13:15:00+01:00;PT15M;Onshore;Wallonia;Elia;131.83;111.3;104.2;127.0;115.9;99.9;145.9;115.7;99.9;137.8;33.1;8.8;75.0;188.2;0.7;''
2025-12-24T13:00:00+01:00;PT15M;Onshore;Wallonia;Elia;131.98;111.3;103.7;126.5;115.8;99.5;145.7;115.7;99.7;137.8;33.5;9.2;71.6;188.2;0.7;''
2025-12-24T12:45:00+01:00;PT15M;Onshore;Wallonia;Elia;132.5;111.7;105.2;127.7;116.0;99.1;145.9;116.5;100.4;138.6;34.0;9.6;68.2;188.2;0.7;''
2025-12-24T12:30:00+01:00;PT15M;Onshore;Wallonia;Elia;133.61;111.9;105.0;127.9;116.1;99.1;146.1;116.8;100.4;138.7;34.3;9.8;66.3;188.2;0.71;''
2025-12-24T12:15:00+01:00;PT15M;Onshore;Wallonia;Elia;132.42;111.9;104.6;127.4;115.9;99.0;146.0;116.5;100.1;138.5;34.6;9.8;66.1;188.2;0.7;''
2025-12-24T12:00:00+01:00;PT15M;Onshore;Wallonia;Elia;130.85;111.5;103.7;126.5;115.3;98.9;145.4;116.1;99.4;137.8;34.9;9.7;67.2;188.2;0.7;''
2025-12-24T11:45:00+01:00;PT15M;Onshore;Wallonia;Elia;133.57;111.2;104.7;127.2;114.2;98.4;144.5;115.3;98.3;136.8;35.0;9.7;68.5;188.2;0.71;''
2025-12-24T11:30:00+01:00;PT15M;Onshore;Wallonia;Elia;131.76;110.9;103.7;126.7;113.6;98.1;143.9;114.9;97.8;136.2;35.3;9.8;68.9;188.2;0.7;''
2025-12-24T11:15:00+01:00;PT15M;Onshore;Wallonia;Elia;131.77;110.6;102.4;126.0;112.8;97.2;143.4;114.4;97.0;135.8;35.1;9.9;68.0;188.2;0.7;''
2025-12-24T11:00:00+01:00;PT15M;Onshore;Wallonia;Elia;131.93;110.5;100.9;125.2;112.0;96.4;142.9;114.1;96.4;135.7;35.1;10.1;66.3;188.2;0.7;''
2025-12-24T10:45:00+01:00;PT15M;Onshore;Wallonia;Elia;126.85;109.6;98.8;125.5;110.6;94.7;141.6;113.2;95.4;134.9;34.9;10.2;64.5;188.2;0.67;''
2025-12-24T10:30:00+01:00;PT15M;Onshore;Wallonia;Elia;128.27;109.4;97.5;125.2;109.9;94.0;141.4;112.7;94.5;134.5;34.7;10.3;63.4;188.2;0.68;''
2025-12-24T10:15:00+01:00;PT15M;Onshore;Wallonia;Elia;124.71;109.5;96.9;124.8;109.8;94.1;141.5;112.7;93.9;134.5;34.4;10.4;63.0;188.2;0.66;''
2025-12-24T10:00:00+01:00;PT15M;Onshore;Wallonia;Elia;120.62;109.5;97.1;124.3;110.3;94.6;142.3;113.1;93.6;134.9;34.2;10.5;63.9;188.2;0.64;''
2025-12-24T09:45:00+01:00;PT15M;Onshore;Wallonia;Elia;120.17;109.1;97.3;125.4;110.7;95.4;143.3;113.8;93.7;135.8;33.7;10.5;65.8;188.2;0.64;''
2025-12-24T09:30:00+01:00;PT15M;Onshore;Wallonia;Elia;112.78;109.3;96.7;125.3;110.9;95.5;143.9;113.8;93.4;135.6;33.4;10.7;67.8;188.2;0.6;''
2025-12-24T09:15:00+01:00;PT15M;Onshore;Wallonia;Elia;114.46;109.4;96.3;125.3;110.9;95.3;144.4;113.6;93.5;135.6;33.1;11.0;69.8;188.2;0.61;''
2025-12-24T09:00:00+01:00;PT15M;Onshore;Wallonia;Elia;124.56;109.6;96.2;125.3;110.8;94.8;144.8;113.3;93.8;135.5;32.6;11.2;71.7;188.2;0.66;''
2025-12-24T08:45:00+01:00;PT15M;Onshore;Wallonia;Elia;128.14;109.2;96.1;126.9;110.9;94.4;145.4;112.7;93.9;135.1;32.4;11.4;73.6;188.2;0.68;''
2025-12-24T08:30:00+01:00;PT15M;Onshore;Wallonia;Elia;123.62;109.3;95.0;126.7;110.9;94.1;145.8;112.3;93.8;135.1;32.2;11.6;75.2;188.2;0.66;''
2025-12-24T08:15:00+01:00;PT15M;Onshore;Wallonia;Elia;123.93;109.2;94.6;126.4;110.8;93.9;146.0;111.8;93.3;135.3;32.1;11.7;76.3;188.2;0.66;''
2025-12-24T08:00:00+01:00;PT15M;Onshore;Wallonia;Elia;122.39;109.2;94.8;125.9;110.6;93.7;145.8;111.3;92.7;135.7;31.8;11.6;76.9;188.2;0.65;48,000
2025-12-24T07:45:00+01:00;PT15M;Onshore;Wallonia;Elia;118.1;107.7;94.3;125.8;110.5;93.4;145.6;110.7;91.9;136.1;32.0;11.8;77.7;188.2;0.63;30,000
2025-12-24T07:30:00+01:00;PT15M;Onshore;Wallonia;Elia;118.42;107.5;93.2;125.1;109.9;92.9;145.0;110.2;91.3;136.1;31.8;11.8;78.4;188.2;0.63;''
2025-12-24T07:15:00+01:00;PT15M;Onshore;Wallonia;Elia;111.93;107.0;92.5;124.3;109.4;92.3;144.3;109.3;90.6;135.5;31.7;12.0;79.2;188.2;0.59;''
2025-12-24T07:00:00+01:00;PT15M;Onshore;Wallonia;Elia;111.08;106.7;92.3;123.3;109.0;92.0;143.6;108.6;90.0;134.7;31.6;12.2;80.1;188.2;0.59;''
2025-12-24T06:45:00+01:00;PT15M;Onshore;Wallonia;Elia;105.33;105.5;89.6;127.1;108.0;91.0;142.5;107.8;89.4;133.8;31.4;12.5;80.9;188.2;0.56;''
2025-12-24T06:30:00+01:00;PT15M;Onshore;Wallonia;Elia;103.06;104.8;87.9;126.1;107.7;90.5;141.8;106.8;88.8;132.9;31.3;12.7;81.5;188.2;0.55;''
2025-12-24T06:15:00+01:00;PT15M;Onshore;Wallonia;Elia;121.24;104.2;86.7;125.4;107.0;90.1;141.0;105.9;87.8;132.1;31.1;12.8;81.8;188.2;0.64;''
2025-12-24T06:00:00+01:00;PT15M;Onshore;Wallonia;Elia;119.7;103.5;85.7;124.5;106.5;89.5;140.4;105.2;87.0;131.5;31.0;12.5;81.8;188.2;0.64;''
2025-12-24T05:45:00+01:00;PT15M;Onshore;Wallonia;Elia;121.98;102.3;88.7;127.5;105.0;88.1;138.9;104.0;85.8;130.6;30.6;12.6;81.5;188.2;0.65;''
2025-12-24T05:30:00+01:00;PT15M;Onshore;Wallonia;Elia;119.51;101.7;87.3;126.6;104.2;87.2;138.4;103.1;85.2;129.8;30.4;12.5;80.9;188.2;0.64;''
2025-12-24T05:15:00+01:00;PT15M;Onshore;Wallonia;Elia;115.21;101.1;85.8;125.7;103.5;86.0;138.3;102.4;84.7;129.1;30.0;12.1;79.7;188.2;0.61;''
2025-12-24T05:00:00+01:00;PT15M;Onshore;Wallonia;Elia;118.79;100.3;84.3;125.0;102.8;84.6;138.4;101.5;84.4;128.3;29.5;11.2;78.1;188.2;0.63;''
2025-12-24T04:45:00+01:00;PT15M;Onshore;Wallonia;Elia;124.59;99.7;83.5;124.3;102.1;83.1;138.6;100.7;84.0;127.5;29.0;10.2;76.3;188.2;0.66;''
2025-12-24T04:30:00+01:00;PT15M;Onshore;Wallonia;Elia;123.16;98.8;82.7;123.1;101.3;82.1;138.6;99.9;83.7;126.8;28.6;9.3;75.0;188.2;0.65;''
2025-12-24T04:15:00+01:00;PT15M;Onshore;Wallonia;Elia;124.88;98.0;81.6;122.0;100.6;81.5;138.2;99.2;83.0;126.1;28.1;8.5;74.0;188.2;0.66;''
2025-12-24T04:00:00+01:00;PT15M;Onshore;Wallonia;Elia;99.06;97.1;80.0;121.2;100.1;81.5;137.5;98.5;82.3;125.3;27.7;7.6;73.3;188.2;0.53;90,000
2025-12-24T03:45:00+01:00;PT15M;Onshore;Wallonia;Elia;95.14;96.0;79.4;119.6;99.4;81.5;137.1;97.6;81.6;124.5;27.0;6.9;72.3;188.2;0.51;88,000
2025-12-24T03:30:00+01:00;PT15M;Onshore;Wallonia;Elia;122.25;94.7;78.1;117.9;98.7;81.0;136.3;96.8;80.7;123.7;26.5;6.4;71.7;188.2;0.65;''
2025-12-24T03:15:00+01:00;PT15M;Onshore;Wallonia;Elia;126.82;93.3;76.5;116.4;97.8;80.2;135.4;96.0;79.9;123.2;26.1;5.8;71.2;188.2;0.67;''
2025-12-24T03:00:00+01:00;PT15M;Onshore;Wallonia;Elia;125.57;92.0;74.6;115.2;97.0;79.3;134.4;94.9;79.0;122.6;25.5;5.6;70.8;188.2;0.67;''
2025-12-24T02:45:00+01:00;PT15M;Onshore;Wallonia;Elia;127.18;90.2;73.0;113.8;95.8;77.9;133.0;94.0;78.0;122.0;25.0;6.0;70.2;188.2;0.68;''
2025-12-24T02:30:00+01:00;PT15M;Onshore;Wallonia;Elia;124.11;88.9;72.3;112.1;94.6;76.6;131.9;92.9;76.8;121.2;24.6;6.1;68.9;188.2;0.66;''
2025-12-24T02:15:00+01:00;PT15M;Onshore;Wallonia;Elia;122.79;87.6;71.0;110.3;93.4;75.4;130.9;92.0;75.1;120.3;24.2;6.1;67.8;188.2;0.65;''
2025-12-24T02:00:00+01:00;PT15M;Onshore;Wallonia;Elia;114.67;86.1;69.3;108.6;92.3;74.0;129.8;90.8;73.1;119.0;23.9;5.9;66.4;188.2;0.61;''
2025-12-24T01:45:00+01:00;PT15M;Onshore;Wallonia;Elia;113.7;85.4;69.2;109.4;90.9;72.4;128.5;89.7;71.1;117.6;23.2;5.7;65.0;188.2;0.6;''
2025-12-24T01:30:00+01:00;PT15M;Onshore;Wallonia;Elia;105.69;84.3;69.0;107.7;89.7;70.9;127.2;88.4;69.0;116.0;23.0;5.5;64.3;188.2;0.56;''
2025-12-24T01:15:00+01:00;PT15M;Onshore;Wallonia;Elia;105.65;83.3;68.7;105.8;88.3;69.5;125.8;87.3;67.1;114.0;22.7;5.6;64.4;188.2;0.56;''
2025-12-24T01:00:00+01:00;PT15M;Onshore;Wallonia;Elia;94.58;82.1;68.1;103.7;86.8;68.3;124.5;86.2;65.2;111.6;22.3;5.7;65.3;188.2;0.5;''
2025-12-24T00:45:00+01:00;PT15M;Onshore;Wallonia;Elia;95.81;80.5;63.8;102.3;85.4;67.1;122.8;84.7;63.5;109.1;22.2;5.7;66.3;188.2;0.51;''
2025-12-24T00:30:00+01:00;PT15M;Onshore;Wallonia;Elia;99.32;79.9;64.2;101.1;84.0;65.6;121.1;83.3;61.8;106.9;21.9;5.7;66.8;188.2;0.53;''
2025-12-24T00:15:00+01:00;PT15M;Onshore;Wallonia;Elia;104.57;79.4;64.1;100.1;82.4;63.7;118.7;81.8;60.8;105.1;21.8;5.3;66.8;188.2;0.56;''
2025-12-24T00:00:00+01:00;PT15M;Onshore;Wallonia;Elia;98.34;78.7;63.6;99.4;80.9;59.1;116.0;80.4;60.0;103.4;21.9;4.7;66.6;188.2;0.52;''
2025-12-23T23:45:00+01:00;PT15M;Onshore;Wallonia;Elia;99.37;73.0;57.5;94.0;76.3;50.3;112.7;75.4;48.5;112.5;4.0;1.6;51.9;188.2;0.53;''
2025-12-23T23:30:00+01:00;PT15M;Onshore;Wallonia;Elia;96.33;71.8;55.7;92.9;75.9;49.3;112.2;75.0;48.5;112.2;4.0;1.6;51.9;188.2;0.51;''
2025-12-23T23:15:00+01:00;PT15M;Onshore;Wallonia;Elia;91.36;70.7;53.8;92.0;75.5;47.9;111.5;74.7;48.7;112.1;4.0;1.6;51.8;188.2;0.49;''
2025-12-23T23:00:00+01:00;PT15M;Onshore;Wallonia;Elia;90.1;69.3;51.4;90.9;75.0;46.1;110.5;74.4;49.4;111.9;3.9;1.6;51.8;188.2;0.48;''
2025-12-23T22:45:00+01:00;PT15M;Onshore;Wallonia;Elia;92.52;68.4;50.0;90.3;73.7;43.3;108.7;73.6;49.5;111.2;3.9;1.6;51.7;188.2;0.49;''
2025-12-23T22:30:00+01:00;PT15M;Onshore;Wallonia;Elia;93.92;67.6;48.5;89.7;72.8;41.8;107.5;72.7;48.9;110.3;3.7;1.6;51.5;188.2;0.5;''
2025-12-23T22:15:00+01:00;PT15M;Onshore;Wallonia;Elia;99.71;66.9;47.2;89.0;72.1;41.5;106.5;72.0;47.7;109.0;3.7;1.6;51.5;188.2;0.53;''
2025-12-23T22:00:00+01:00;PT15M;Onshore;Wallonia;Elia;101.74;66.3;46.4;88.4;71.3;42.0;105.6;71.4;45.9;107.3;3.5;1.6;51.4;188.2;0.54;''
2025-12-23T21:45:00+01:00;PT15M;Onshore;Wallonia;Elia;109.22;66.2;46.6;90.2;70.4;42.2;104.5;70.7;43.6;105.6;3.4;1.6;51.3;188.2;0.58;''
2025-12-23T21:30:00+01:00;PT15M;Onshore;Wallonia;Elia;110.21;65.9;46.0;89.6;69.4;42.0;103.4;69.9;42.0;104.2;3.3;1.6;51.7;188.2;0.59;''
2025-12-23T21:15:00+01:00;PT15M;Onshore;Wallonia;Elia;108.6;65.7;45.6;89.2;68.7;41.3;102.6;69.2;40.9;103.3;3.2;1.5;52.5;188.2;0.58;''
2025-12-23T21:00:00+01:00;PT15M;Onshore;Wallonia;Elia;100.22;65.1;45.1;88.9;68.1;40.0;102.1;68.3;40.1;102.8;3.1;1.6;54.0;188.2;0.53;''
2025-12-23T20:45:00+01:00;PT15M;Onshore;Wallonia;Elia;95.63;65.0;43.4;89.4;67.1;38.6;101.2;67.2;39.1;102.0;3.2;1.7;55.5;188.2;0.51;''
2025-12-23T20:30:00+01:00;PT15M;Onshore;Wallonia;Elia;91.44;64.8;43.1;89.0;66.6;37.5;100.7;66.6;38.4;101.5;3.2;1.7;56.4;188.2;0.49;''
2025-12-23T20:15:00+01:00;PT15M;Onshore;Wallonia;Elia;91.95;64.4;42.7;88.7;66.1;36.4;100.1;66.0;37.8;101.0;3.2;1.8;56.6;188.2;0.49;''
2025-12-23T20:00:00+01:00;PT15M;Onshore;Wallonia;Elia;101.6;64.3;42.1;88.3;65.6;35.5;99.5;65.5;37.2;100.4;3.2;1.8;56.5;188.2;0.54;''
2025-12-23T19:45:00+01:00;PT15M;Onshore;Wallonia;Elia;102.73;65.0;43.4;89.3;65.1;34.4;99.0;64.8;36.5;99.9;3.2;1.9;56.1;188.2;0.55;''
2025-12-23T19:30:00+01:00;PT15M;Onshore;Wallonia;Elia;97.46;64.7;42.8;88.8;64.8;34.0;99.0;64.4;36.2;99.2;3.2;1.9;55.5;188.2;0.52;''
2025-12-23T19:15:00+01:00;PT15M;Onshore;Wallonia;Elia;94.91;64.4;42.4;88.5;64.6;33.8;99.0;63.9;35.7;98.7;3.1;1.8;54.3;188.2;0.5;''
2025-12-23T19:00:00+01:00;PT15M;Onshore;Wallonia;Elia;86.93;64.2;42.0;88.3;64.4;33.9;99.3;63.5;35.5;98.1;3.1;1.9;52.7;188.2;0.46;''
2025-12-23T18:45:00+01:00;PT15M;Onshore;Wallonia;Elia;88.26;64.3;37.7;87.7;64.4;34.0;99.7;63.4;35.5;97.8;3.1;1.9;51.4;188.2;0.47;''
2025-12-23T18:30:00+01:00;PT15M;Onshore;Wallonia;Elia;92.16;64.2;37.5;87.4;64.6;34.3;100.2;63.3;35.2;97.3;3.1;1.9;49.7;188.2;0.49;''
2025-12-23T18:15:00+01:00;PT15M;Onshore;Wallonia;Elia;89.93;64.0;37.1;87.3;64.4;34.2;100.1;63.1;35.1;96.8;3.1;1.8;48.3;188.2;0.48;''
2025-12-23T18:00:00+01:00;PT15M;Onshore;Wallonia;Elia;83.61;63.7;36.6;87.0;64.2;34.0;99.8;62.7;34.8;96.1;3.1;1.8;46.9;188.2;0.44;''
2025-12-23T17:45:00+01:00;PT15M;Onshore;Wallonia;Elia;75.85;63.6;41.9;85.8;64.2;34.0;99.9;62.6;34.5;95.6;3.1;1.7;45.4;188.2;0.4;''
2025-12-23T17:30:00+01:00;PT15M;Onshore;Wallonia;Elia;73.18;63.2;41.2;85.1;63.9;33.7;99.6;62.2;34.1;94.9;3.1;1.7;44.6;188.2;0.39;''
2025-12-23T17:15:00+01:00;PT15M;Onshore;Wallonia;Elia;64.82;62.5;40.7;84.2;63.7;33.3;99.1;61.9;33.8;94.5;3.1;1.7;44.5;188.2;0.34;''
2025-12-23T17:00:00+01:00;PT15M;Onshore;Wallonia;Elia;72.52;62.0;39.9;83.6;63.2;32.4;98.5;61.5;33.2;94.3;3.0;1.6;44.9;188.2;0.39;''
2025-12-23T16:45:00+01:00;PT15M;Onshore;Wallonia;Elia;72.85;61.1;39.4;82.4;62.2;31.3;97.6;60.7;32.4;93.6;3.0;1.6;45.5;188.2;0.39;''
2025-12-23T16:30:00+01:00;PT15M;Onshore;Wallonia;Elia;74.32;60.0;38.8;81.0;61.3;30.9;96.6;60.1;31.6;92.9;2.8;1.5;45.5;188.2;0.39;''
2025-12-23T16:15:00+01:00;PT15M;Onshore;Wallonia;Elia;66.39;59.0;38.4;79.7;60.4;31.2;95.8;59.4;30.8;92.0;2.8;1.4;44.9;188.2;0.35;''
2025-12-23T16:00:00+01:00;PT15M;Onshore;Wallonia;Elia;67.48;58.1;38.5;78.7;59.4;32.1;95.0;58.8;30.2;91.1;2.8;1.3;43.9;188.2;0.36;''
2025-12-23T15:45:00+01:00;PT15M;Onshore;Wallonia;Elia;67.15;56.5;35.1;77.7;57.9;32.3;93.5;57.7;29.2;89.9;2.7;1.2;42.9;188.2;0.36;''
2025-12-23T15:30:00+01:00;PT15M;Onshore;Wallonia;Elia;68.15;55.1;34.0;76.1;56.2;32.1;92.1;56.8;28.7;88.7;2.7;1.2;42.3;188.2;0.36;''
2025-12-23T15:15:00+01:00;PT15M;Onshore;Wallonia;Elia;76.47;53.7;33.2;74.6;54.9;31.4;90.5;55.7;28.4;87.2;2.8;1.1;42.2;188.2;0.41;''
2025-12-23T15:00:00+01:00;PT15M;Onshore;Wallonia;Elia;78.11;52.3;32.6;73.0;53.3;29.9;88.8;54.5;28.6;85.6;2.8;1.1;42.7;188.2;0.42;''
2025-12-23T14:45:00+01:00;PT15M;Onshore;Wallonia;Elia;68.05;50.3;31.8;71.4;51.1;28.1;86.3;52.6;28.1;83.4;2.8;1.1;43.0;188.2;0.36;''
2025-12-23T14:30:00+01:00;PT15M;Onshore;Wallonia;Elia;67.6;48.4;30.9;69.2;49.5;26.4;84.4;51.1;27.5;81.5;2.9;1.1;43.1;188.2;0.36;''
2025-12-23T14:15:00+01:00;PT15M;Onshore;Wallonia;Elia;69.41;46.9;30.1;66.7;47.7;24.8;82.3;49.4;26.9;79.4;2.8;1.1;42.9;188.2;0.37;''
2025-12-23T14:00:00+01:00;PT15M;Onshore;Wallonia;Elia;69.48;45.1;29.0;64.0;45.8;23.2;80.1;47.7;25.6;77.2;2.9;1.1;42.3;188.2;0.37;''
2025-12-23T13:45:00+01:00;PT15M;Onshore;Wallonia;Elia;66.02;45.2;23.5;70.1;43.6;21.1;77.3;45.2;23.7;74.2;3.0;1.1;41.9;188.2;0.35;''
2025-12-23T13:30:00+01:00;PT15M;Onshore;Wallonia;Elia;52.16;43.4;22.2;67.2;41.8;20.3;74.5;43.6;23.1;71.5;3.0;1.1;41.3;188.2;0.28;''
2025-12-23T13:15:00+01:00;PT15M;Onshore;Wallonia;Elia;48.18;41.6;21.6;64.0;40.3;20.3;71.1;41.8;22.9;68.2;3.0;1.1;40.7;188.2;0.26;''
2025-12-23T13:00:00+01:00;PT15M;Onshore;Wallonia;Elia;46.14;39.6;21.5;60.1;38.6;21.2;66.8;40.2;23.0;64.4;3.0;1.1;40.1;188.2;0.25;''
